occ_code,occ_title,group_code,group_name,employment,adoption_discount,amplification_multiplier,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18
11-1011,Chief Executives,11,Management,0,0.55,1.8,9,1,7,6,2,8,1,16,1,9,4,8,5,6,14,1,1,1
11-1021,General and Operations Managers,11,Management,0,0.55,1.8,11,1,7,6,2,10,2,11,1,8,3,7,5,5,17,1,2,1
11-2011,Advertising and Promotions Managers,11,Management,0,0.55,1.8,14,2,10,8,2,8,1,18,1,5,5,7,5,3,8,1,1,1
11-2021,Marketing Managers,11,Management,0,0.55,1.8,9,2,8,7,3,9,1,17,1,6,4,8,7,4,13,1,0,0
11-2022,Sales Managers,11,Management,0,0.55,1.8,9,1,6,5,2,7,1,15,1,8,3,8,8,8,17,1,0,0
11-2033,Fundraising Managers,11,Management,0,0.55,1.8,14,2,10,7,1,7,2,18,1,8,3,7,5,4,8,1,1,1
11-3012,Administrative Services Managers,11,Management,0,0.55,1.8,11,1,8,8,2,8,2,12,1,7,3,5,3,5,13,2,6,3
11-3013,Facilities Managers,11,Management,0,0.55,1.8,9,1,7,6,2,9,1,11,1,8,4,7,5,5,12,2,7,3
11-3021,Computer and Information Systems Managers,11,Management,0,0.55,1.8,12,1,8,7,3,10,1,10,1,9,3,8,4,5,14,1,2,1
11-3031,Financial Managers,11,Management,0,0.55,1.8,12,1,9,6,2,8,1,16,1,11,3,8,4,5,11,1,1,0
11-3051,Industrial Production Managers,11,Management,0,0.55,1.8,10,1,7,6,2,10,2,10,1,8,3,6,3,5,15,1,8,2
11-3061,Purchasing Managers,11,Management,0,0.55,1.8,11,1,8,6,2,6,2,15,1,9,3,8,4,7,14,1,2,0
11-3071,"Transportation, Storage, and Distribution Managers",11,Management,0,0.55,1.8,9,1,7,6,2,8,1,12,1,9,3,7,5,6,18,1,3,1
11-3111,Compensation and Benefits Managers,11,Management,0,0.55,1.8,13,2,9,6,1,5,2,16,1,11,3,8,5,5,12,1,0,0
11-3121,Human Resources Managers,11,Management,0,0.55,1.8,10,1,6,6,1,7,1,13,1,11,2,7,7,7,16,2,1,1
11-3131,Training and Development Managers,11,Management,0,0.55,1.8,11,1,8,7,2,7,2,12,1,8,4,8,4,10,14,1,0,0
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",11,Management,0,0.55,1.8,7,1,6,7,2,8,1,11,1,7,4,7,4,5,13,1,10,5
11-9021,Construction Managers,11,Management,0,0.55,1.8,9,1,6,7,2,8,2,10,1,8,4,5,5,6,14,2,7,3
11-9031,"Education and Childcare Administrators, Preschool and Daycare",11,Management,0,0.55,1.8,9,1,6,6,2,7,1,16,1,7,3,6,5,7,15,4,3,1
11-9032,"Education Administrators, Kindergarten through Secondary",11,Management,0,0.55,1.8,10,1,6,5,1,7,1,17,1,8,3,7,5,8,15,2,2,1
11-9033,"Education Administrators, Postsecondary",11,Management,0,0.55,1.8,10,1,8,7,2,9,1,14,1,10,4,9,5,5,13,1,0,0
11-9041,Architectural and Engineering Managers,11,Management,0,0.55,1.8,11,1,8,5,3,9,2,11,1,9,6,7,3,4,13,1,5,1
11-9051,Food Service Managers,11,Management,0,0.55,1.8,7,1,6,5,3,10,1,11,1,7,3,6,5,7,14,1,9,3
11-9071,Gambling Managers,11,Management,0,0.55,1.8,11,1,7,6,1,8,2,16,1,9,2,6,5,6,13,1,4,1
11-9072,"Entertainment and Recreation Managers, Except Gambling",11,Management,0,0.55,1.8,8,1,7,7,2,7,1,16,1,5,4,7,5,6,14,2,4,3
11-9081,Lodging Managers,11,Management,0,0.55,1.8,10,1,6,6,1,7,1,14,1,7,3,7,6,7,14,3,4,2
11-9111,Medical and Health Services Managers,11,Management,0,0.55,1.8,11,1,7,6,2,8,1,12,1,10,3,6,4,7,16,2,2,1
11-9121,Natural Sciences Managers,11,Management,0,0.55,1.8,12,1,9,8,2,10,2,13,1,10,3,7,2,4,10,1,4,1
11-9131,Postmasters and Mail Superintendents,11,Management,0,0.55,1.8,12,1,7,7,2,8,2,12,1,7,2,7,6,6,14,1,4,1
11-9141,"Property, Real Estate, and Community Association Managers",11,Management,0,0.55,1.8,11,1,8,7,1,5,1,15,1,8,2,7,6,6,17,1,2,1
11-9151,Social and Community Service Managers,11,Management,0,0.55,1.8,12,2,8,7,1,9,2,15,1,8,3,7,4,5,11,3,1,1
11-9161,Emergency Management Directors,11,Management,0,0.55,1.8,10,1,7,6,1,7,2,14,1,7,3,7,4,6,15,3,4,2
11-9171,Funeral Home Managers,11,Management,0,0.55,1.8,11,1,7,6,1,8,1,15,1,7,3,6,4,5,10,4,6,4
11-9179,Fitness and Wellness Coordinators,11,Management,0,0.55,1.8,9,1,6,6,2,8,1,13,1,7,3,6,5,7,14,3,5,3
11-9199,Regulatory Affairs Managers,11,Management,0,0.55,1.8,10,1,8,6,2,9,2,14,1,10,3,7,4,5,11,1,4,2
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",13,Business and Financial Operations,0,0.5,1.8,9,1,13,10,1,8,1,17,1,6,6,8,8,2,8,1,0,0
13-1021,"Buyers and Purchasing Agents, Farm Products",13,Business and Financial Operations,0,0.5,1.8,10,1,9,6,3,10,2,14,1,9,3,7,6,4,11,1,2,1
13-1022,"Wholesale and Retail Buyers, Except Farm Products",13,Business and Financial Operations,0,0.5,1.8,14,2,10,6,3,10,1,13,0,7,3,6,6,3,10,1,4,1
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13,Business and Financial Operations,0,0.5,1.8,12,1,8,6,2,9,2,15,1,10,3,7,4,6,11,1,2,0
13-1031,"Claims Adjusters, Examiners, and Investigators",13,Business and Financial Operations,0,0.5,1.8,14,1,9,6,2,11,2,18,1,9,2,7,6,2,5,2,2,1
13-1032,"Insurance Appraisers, Auto Damage",13,Business and Financial Operations,0,0.5,1.8,13,1,8,7,3,8,2,17,1,7,2,7,6,2,5,2,5,4
13-1041,Compliance Officers,13,Business and Financial Operations,0,0.5,1.8,13,1,9,6,2,9,2,17,1,11,2,6,4,4,7,1,3,2
13-1051,Cost Estimators,13,Business and Financial Operations,0,0.5,1.8,16,1,10,7,5,9,2,12,1,11,3,7,3,4,8,0,1,0
13-1071,Human Resources Specialists,13,Business and Financial Operations,0,0.5,1.8,16,2,8,7,1,7,2,15,1,9,2,6,5,5,9,3,1,1
13-1074,Farm Labor Contractors,13,Business and Financial Operations,0,0.5,1.8,10,1,4,6,2,12,1,8,0,9,0,5,4,8,11,3,8,8
13-1075,Labor Relations Specialists,13,Business and Financial Operations,0,0.5,1.8,11,1,10,7,1,7,1,17,1,10,3,8,7,5,10,1,0,0
13-1081,Logisticians,13,Business and Financial Operations,0,0.5,1.8,12,1,8,7,2,9,2,13,1,10,4,7,4,5,11,1,2,1
13-1111,Management Analysts,13,Business and Financial Operations,0,0.5,1.8,10,1,8,6,2,8,2,17,2,11,3,8,6,5,9,1,1,0
13-1121,"Meeting, Convention, and Event Planners",13,Business and Financial Operations,0,0.5,1.8,11,1,6,8,2,8,1,18,1,6,3,6,5,4,12,1,5,2
13-1131,Fundraisers,13,Business and Financial Operations,0,0.5,1.8,10,1,8,7,2,5,1,20,1,9,4,9,6,5,10,1,0,1
13-1141,"Compensation, Benefits, and Job Analysis Specialists",13,Business and Financial Operations,0,0.5,1.8,14,2,10,6,1,6,2,15,1,14,3,8,4,4,8,1,1,0
13-1151,Training and Development Specialists,13,Business and Financial Operations,0,0.5,1.8,10,2,9,6,1,7,1,14,2,10,4,8,4,10,9,1,1,1
13-1161,Market Research Analysts and Marketing Specialists,13,Business and Financial Operations,0,0.5,1.8,16,1,10,6,2,8,1,14,2,11,4,10,4,3,8,0,0,0
13-1199,Business Continuity Planners,13,Business and Financial Operations,0,0.5,1.8,13,1,9,6,2,9,2,13,1,10,3,8,5,5,9,1,2,1
13-2011,Accountants and Auditors,13,Business and Financial Operations,0,0.5,1.8,16,1,9,7,2,8,2,13,1,11,2,6,3,5,12,1,1,0
13-2022,Appraisers of Personal and Business Property,13,Business and Financial Operations,0,0.5,1.8,15,1,11,6,3,11,2,12,1,11,2,7,2,3,6,0,5,2
13-2023,Appraisers and Assessors of Real Estate,13,Business and Financial Operations,0,0.5,1.8,18,1,11,5,2,8,3,12,2,12,2,6,2,3,5,0,5,3
13-2031,Budget Analysts,13,Business and Financial Operations,0,0.5,1.8,18,2,12,7,2,9,2,12,1,12,3,8,2,2,6,1,1,0
13-2041,Credit Analysts,13,Business and Financial Operations,0,0.5,1.8,18,2,12,6,1,8,2,14,2,14,2,7,2,5,5,0,0,0
13-2052,Personal Financial Advisors,13,Business and Financial Operations,0,0.5,1.8,14,1,11,6,2,6,2,16,2,13,2,9,4,4,6,2,0,0
13-2053,Insurance Underwriters,13,Business and Financial Operations,0,0.5,1.8,15,1,11,6,2,9,2,16,1,12,2,8,7,3,5,0,0,0
13-2061,Financial Examiners,13,Business and Financial Operations,0,0.5,1.8,12,2,10,6,1,10,2,16,1,14,1,7,3,5,10,0,0,0
13-2071,Credit Counselors,13,Business and Financial Operations,0,0.5,1.8,20,1,11,6,0,6,3,17,1,9,3,7,4,5,4,3,0,0
13-2072,Loan Officers,13,Business and Financial Operations,0,0.5,1.8,14,1,10,6,1,9,2,19,1,13,2,6,5,2,7,1,1,0
13-2081,"Tax Examiners and Collectors, and Revenue Agents",13,Business and Financial Operations,0,0.5,1.8,15,1,8,6,2,9,2,22,1,10,2,6,3,4,6,2,1,0
13-2082,Tax Preparers,13,Business and Financial Operations,0,0.5,1.8,15,1,13,7,2,6,3,15,2,12,2,6,3,4,5,2,2,0
13-2099,Financial Quantitative Analysts,13,Business and Financial Operations,0,0.5,1.8,15,1,10,6,3,7,2,13,2,12,3,8,3,4,8,1,1,1
15-1211,Computer Systems Analysts,15,Computer and Mathematical,0,0.48,2.0,11,1,10,6,2,9,2,12,2,10,4,8,3,4,8,2,5,1
15-1212,Information Security Analysts,15,Computer and Mathematical,0,0.48,2.0,17,1,11,5,2,12,2,11,2,12,4,7,2,3,6,0,3,0
15-1221,Computer and Information Research Scientists,15,Computer and Mathematical,0,0.48,2.0,14,1,11,5,4,9,2,13,2,10,6,8,2,3,6,1,3,0
15-1231,Computer Network Support Specialists,15,Computer and Mathematical,0,0.48,2.0,14,2,12,7,2,8,1,12,1,10,5,6,3,3,5,1,7,1
15-1232,Computer User Support Specialists,15,Computer and Mathematical,0,0.48,2.0,15,2,10,5,2,9,2,13,1,9,3,7,2,4,6,1,8,1
15-1241,Computer Network Architects,15,Computer and Mathematical,0,0.48,2.0,14,1,10,6,2,9,2,11,1,10,4,7,3,4,8,1,6,1
15-1242,Database Administrators,15,Computer and Mathematical,0,0.48,2.0,16,1,9,7,2,10,2,11,1,11,4,8,4,3,7,2,2,0
15-1243,Database Architects,15,Computer and Mathematical,0,0.48,2.0,18,1,11,6,3,9,1,10,1,13,5,8,2,4,7,0,1,0
15-1244,Network and Computer Systems Administrators,15,Computer and Mathematical,0,0.48,2.0,12,1,11,8,2,9,2,9,2,7,5,8,2,4,5,2,10,1
15-1251,Computer Programmers,15,Computer and Mathematical,0,0.48,2.0,16,1,11,4,4,9,2,10,1,12,6,9,1,3,8,1,2,0
15-1252,Software Developers,15,Computer and Mathematical,0,0.48,2.0,17,2,10,8,1,9,2,11,1,13,6,10,1,3,3,1,2,0
15-1253,Software Quality Assurance Analysts and Testers,15,Computer and Mathematical,0,0.48,2.0,15,2,11,7,2,10,2,11,1,12,4,6,2,4,9,1,1,0
15-1254,Web Developers,15,Computer and Mathematical,0,0.48,2.0,16,1,12,8,3,8,2,11,1,9,6,8,3,3,7,0,2,0
15-1255,Video Game Designers,15,Computer and Mathematical,0,0.48,2.0,13,2,9,5,2,9,2,12,1,7,9,11,5,3,8,1,1,0
15-1299,Web Administrators,15,Computer and Mathematical,0,0.48,2.0,14,1,9,6,2,8,2,12,1,11,4,7,3,5,10,1,3,1
15-2011,Actuaries,15,Computer and Mathematical,0,0.48,2.0,15,2,11,5,3,8,1,13,2,15,3,8,2,4,8,0,0,0
15-2021,Mathematicians,15,Computer and Mathematical,0,0.48,2.0,15,1,12,5,3,4,2,11,2,11,8,9,1,9,6,0,1,0
15-2031,Operations Research Analysts,15,Computer and Mathematical,0,0.48,2.0,14,1,11,7,3,10,1,11,2,11,4,10,3,3,7,1,1,0
15-2041,Statisticians,15,Computer and Mathematical,0,0.48,2.0,16,2,10,6,3,6,2,14,2,14,4,8,2,4,7,0,0,0
15-2051,Business Intelligence Analysts,15,Computer and Mathematical,0,0.48,2.0,18,2,10,7,2,8,2,13,2,12,3,7,3,4,7,0,0,0
15-2099,Bioinformatics Technicians,15,Computer and Mathematical,0,0.48,2.0,18,1,12,5,3,12,2,10,2,11,6,8,1,3,4,0,2,0
17-1011,"Architects, Except Landscape and Naval",17,Architecture and Engineering,0,0.5,2.0,11,1,8,7,2,6,2,13,1,8,9,7,4,5,12,1,2,1
