occ_code,occ_title,group_code,group_name,employment,adoption_discount,amplification_multiplier,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18
41-1012,First-Line Supervisors of Non-Retail Sales Workers,41,Sales and Related,0,0.5,1.3,10,1,7,6,1,9,1,12,1,8,2,8,6,8,15,1,3,1
41-2011,Cashiers,41,Sales and Related,0,0.5,1.3,9,1,13,3,1,10,1,22,1,6,2,4,4,5,6,2,7,3
41-2012,Gambling Change Persons and Booth Cashiers,41,Sales and Related,0,0.5,1.3,12,1,8,5,1,8,1,15,1,8,2,5,5,6,10,2,8,2
41-2021,Counter and Rental Clerks,41,Sales and Related,0,0.5,1.3,13,1,5,3,2,9,3,17,1,5,3,6,6,4,7,2,9,4
41-2022,Parts Salespersons,41,Sales and Related,0,0.5,1.3,12,1,8,6,1,8,2,14,1,5,3,6,6,4,9,2,8,4
41-2031,Retail Salespersons,41,Sales and Related,0,0.5,1.3,8,1,9,4,2,10,1,19,1,4,3,7,10,3,5,2,8,3
41-3011,Advertising Sales Agents,41,Sales and Related,0,0.5,1.3,12,1,8,7,1,7,1,22,1,6,5,7,12,2,4,1,1,2
41-3021,Insurance Sales Agents,41,Sales and Related,0,0.5,1.3,14,1,9,8,1,9,1,18,1,9,3,7,9,2,5,1,1,1
41-3031,"Securities, Commodities, and Financial Services Sales Agents",41,Sales and Related,0,0.5,1.3,15,1,10,6,2,9,2,17,2,11,2,7,6,3,6,1,0,0
41-3041,Travel Agents,41,Sales and Related,0,0.5,1.3,18,1,11,5,2,7,2,22,1,6,2,5,7,3,5,1,2,0
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41,Sales and Related,0,0.5,1.3,11,1,10,8,2,8,1,18,1,7,3,7,9,3,6,1,2,2
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41,Sales and Related,0,0.5,1.3,12,1,10,5,2,10,2,14,0,4,4,7,10,2,4,2,4,7
41-9011,Demonstrators and Product Promoters,41,Sales and Related,0,0.5,1.3,5,1,6,4,2,8,1,25,1,5,4,5,9,4,8,2,7,3
41-9012,Models,41,Sales and Related,0,0.5,1.3,4,1,8,12,0,5,2,18,0,1,12,2,2,1,3,1,4,24
41-9021,Real Estate Brokers,41,Sales and Related,0,0.5,1.3,13,1,11,6,2,9,2,14,1,10,4,6,7,3,7,1,2,1
41-9022,Real Estate Sales Agents,41,Sales and Related,0,0.5,1.3,11,1,8,7,1,6,1,17,1,7,3,7,9,4,9,2,2,4
41-9031,Sales Engineers,41,Sales and Related,0,0.5,1.3,11,1,10,5,5,8,1,18,1,10,5,7,8,4,4,1,1,0
41-9041,Telemarketers,41,Sales and Related,0,0.5,1.3,10,1,10,5,1,9,1,19,1,9,3,8,11,2,4,4,2,0
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41,Sales and Related,0,0.5,1.3,10,1,7,8,1,5,1,21,1,3,2,4,11,8,12,1,2,2
43-1011,First-Line Supervisors of Office and Administrative Support Workers,43,Office and Administrative Support,0,0.48,1.2,13,1,7,5,1,9,2,11,1,9,3,6,4,6,15,2,4,1
43-2011,"Switchboard Operators, Including Answering Service",43,Office and Administrative Support,0,0.48,1.2,19,2,14,2,0,14,2,24,0,7,1,3,2,2,5,2,1,0
43-2021,Telephone Operators,43,Office and Administrative Support,0,0.48,1.2,17,2,13,4,2,9,3,18,2,6,1,4,2,5,4,3,4,1
43-3011,Bill and Account Collectors,43,Office and Administrative Support,0,0.48,1.2,18,2,8,8,2,9,3,15,1,6,1,6,5,4,7,1,3,1
43-3021,Billing and Posting Clerks,43,Office and Administrative Support,0,0.48,1.2,24,2,15,7,0,5,2,15,1,10,2,5,2,3,4,2,1,0
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",43,Office and Administrative Support,0,0.48,1.2,20,2,11,7,1,9,3,18,1,8,1,6,3,2,6,1,1,0
43-3041,Gambling Cage Workers,43,Office and Administrative Support,0,0.48,1.2,13,1,9,3,1,8,2,15,1,7,1,5,3,7,11,1,9,3
43-3051,Payroll and Timekeeping Clerks,43,Office and Administrative Support,0,0.48,1.2,23,2,12,6,1,8,3,13,1,10,2,6,2,3,5,2,1,0
43-3061,Procurement Clerks,43,Office and Administrative Support,0,0.48,1.2,17,2,10,7,1,9,2,15,1,8,2,6,4,4,6,2,3,1
43-3071,Tellers,43,Office and Administrative Support,0,0.48,1.2,12,1,8,5,2,9,2,19,1,9,2,5,7,3,6,2,6,1
43-4011,Brokerage Clerks,43,Office and Administrative Support,0,0.48,1.2,22,1,13,5,2,8,2,18,1,11,1,6,3,2,3,1,1,0
43-4021,Correspondence Clerks,43,Office and Administrative Support,0,0.48,1.2,22,2,9,7,2,8,3,18,1,6,2,6,2,2,5,2,2,1
43-4031,"Court, Municipal, and License Clerks",43,Office and Administrative Support,0,0.48,1.2,18,2,11,6,1,7,3,19,1,8,1,5,3,4,6,2,3,0
43-4041,"Credit Authorizers, Checkers, and Clerks",43,Office and Administrative Support,0,0.48,1.2,16,2,11,5,2,5,3,21,1,7,1,5,6,5,9,1,0,0
43-4051,Customer Service Representatives,43,Office and Administrative Support,0,0.48,1.2,16,2,9,6,2,7,2,18,1,6,2,5,5,5,9,1,3,1
43-4061,"Eligibility Interviewers, Government Programs",43,Office and Administrative Support,0,0.48,1.2,19,2,12,7,1,6,3,18,2,10,2,6,3,2,5,2,0,0
43-4071,File Clerks,43,Office and Administrative Support,0,0.48,1.2,16,1,8,8,1,9,2,14,1,9,2,6,4,4,8,2,3,2
43-4081,"Hotel, Motel, and Resort Desk Clerks",43,Office and Administrative Support,0,0.48,1.2,14,2,9,4,1,9,2,18,1,6,2,7,7,4,8,2,3,1
43-4111,"Interviewers, Except Eligibility and Loan",43,Office and Administrative Support,0,0.48,1.2,15,1,8,6,1,7,2,16,1,10,2,7,3,5,10,3,2,1
43-4121,"Library Assistants, Clerical",43,Office and Administrative Support,0,0.48,1.2,18,2,12,5,1,9,2,17,1,4,3,4,2,3,6,3,7,1
43-4131,Loan Interviewers and Clerks,43,Office and Administrative Support,0,0.48,1.2,18,1,10,6,1,8,1,20,1,10,2,6,5,2,4,1,4,0
43-4141,New Accounts Clerks,43,Office and Administrative Support,0,0.48,1.2,11,2,11,5,0,10,1,16,1,8,1,7,8,5,7,3,3,1
43-4151,Order Clerks,43,Office and Administrative Support,0,0.48,1.2,15,2,10,7,2,10,2,12,1,8,2,6,5,5,6,2,4,1
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",43,Office and Administrative Support,0,0.48,1.2,19,2,8,8,1,10,2,16,1,8,1,6,3,3,7,2,2,1
43-4171,Receptionists and Information Clerks,43,Office and Administrative Support,0,0.48,1.2,17,2,10,6,1,6,2,20,1,4,1,6,5,3,7,4,4,1
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,43,Office and Administrative Support,0,0.48,1.2,12,1,9,3,2,10,2,19,1,8,1,5,5,3,4,3,8,4
43-5011,Cargo and Freight Agents,43,Office and Administrative Support,0,0.48,1.2,9,1,7,5,3,10,2,12,1,7,5,6,5,3,8,1,11,4
43-5021,Couriers and Messengers,43,Office and Administrative Support,0,0.48,1.2,8,2,12,4,2,10,4,16,1,6,1,3,2,1,2,2,11,13
43-5031,Public Safety Telecommunicators,43,Office and Administrative Support,0,0.48,1.2,15,1,9,5,2,8,3,15,1,6,2,6,4,5,8,4,5,1
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",43,Office and Administrative Support,0,0.48,1.2,11,1,10,6,2,13,2,13,1,6,2,7,5,5,9,2,4,1
43-5041,"Meter Readers, Utilities",43,Office and Administrative Support,0,0.48,1.2,12,1,8,5,3,8,3,17,1,5,2,4,2,3,4,1,11,10
43-5051,Postal Service Clerks,43,Office and Administrative Support,0,0.48,1.2,11,1,9,4,2,10,2,17,1,9,2,4,5,4,6,1,8,4
43-5052,Postal Service Mail Carriers,43,Office and Administrative Support,0,0.48,1.2,6,1,9,3,1,9,2,20,0,3,1,3,3,2,1,1,12,23
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43,Office and Administrative Support,0,0.48,1.2,9,2,9,3,1,11,1,12,1,7,1,4,1,6,5,2,17,8
43-5061,"Production, Planning, and Expediting Clerks",43,Office and Administrative Support,0,0.48,1.2,17,2,9,8,2,12,2,11,1,9,3,7,1,2,8,1,4,1
43-5071,"Shipping, Receiving, and Inventory Clerks",43,Office and Administrative Support,0,0.48,1.2,10,2,9,7,2,7,2,12,1,6,2,4,4,5,8,1,11,7
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43,Office and Administrative Support,0,0.48,1.2,11,1,7,6,3,11,2,10,1,7,2,5,2,5,9,1,13,4
43-6011,Executive Secretaries and Executive Administrative Assistants,43,Office and Administrative Support,0,0.48,1.2,17,2,10,11,1,8,2,17,1,5,3,5,3,2,6,3,3,1
43-6012,Legal Secretaries and Administrative Assistants,43,Office and Administrative Support,0,0.48,1.2,19,2,8,9,1,10,2,17,1,7,2,6,1,4,5,2,3,1
43-6013,Medical Secretaries and Administrative Assistants,43,Office and Administrative Support,0,0.48,1.2,17,1,8,7,1,6,2,17,1,8,2,6,5,3,8,4,3,1
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43,Office and Administrative Support,0,0.48,1.2,19,2,9,8,1,9,2,17,1,7,3,5,3,3,5,3,2,1
43-9021,Data Entry Keyers,43,Office and Administrative Support,0,0.48,1.2,21,2,10,5,2,9,3,13,1,9,2,7,1,4,6,1,3,1
43-9022,Word Processors and Typists,43,Office and Administrative Support,0,0.48,1.2,19,2,8,8,2,6,3,18,1,7,2,4,3,3,5,3,5,1
43-9031,Desktop Publishers,43,Office and Administrative Support,0,0.48,1.2,15,1,11,8,1,8,2,13,2,6,6,7,2,4,8,1,4,1
43-9041,Insurance Claims and Policy Processing Clerks,43,Office and Administrative Support,0,0.48,1.2,22,2,11,5,1,9,3,18,1,10,1,5,3,3,3,2,1,0
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",43,Office and Administrative Support,0,0.48,1.2,11,1,7,3,3,10,1,9,1,6,3,4,3,4,6,3,18,7
43-9061,"Office Clerks, General",43,Office and Administrative Support,0,0.48,1.2,18,2,10,8,1,9,2,17,1,7,2,4,2,3,6,2,4,2
43-9071,"Office Machine Operators, Except Computer",43,Office and Administrative Support,0,0.48,1.2,11,1,9,7,2,9,1,12,1,4,4,5,3,4,10,1,13,3
43-9081,Proofreaders and Copy Markers,43,Office and Administrative Support,0,0.48,1.2,23,2,18,9,1,10,3,14,1,10,2,4,0,0,1,0,2,0
43-9111,Statistical Assistants,43,Office and Administrative Support,0,0.48,1.2,18,2,11,7,2,5,2,17,2,12,2,6,2,4,7,1,0,0
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45,"Farming, Fishing, and Forestry",0,0.6,1.0,7,1,7,6,3,10,1,9,1,6,3,6,3,4,12,1,14,6
45-2011,Agricultural Inspectors,45,"Farming, Fishing, and Forestry",0,0.6,1.0,11,2,8,6,2,12,3,15,1,9,1,4,4,4,5,1,7,5
45-2021,Animal Breeders,45,"Farming, Fishing, and Forestry",0,0.6,1.0,11,1,8,5,2,14,3,10,0,6,1,7,3,3,5,2,11,8
45-2041,"Graders and Sorters, Agricultural Products",45,"Farming, Fishing, and Forestry",0,0.6,1.0,6,2,9,4,3,18,1,11,1,6,1,4,2,4,7,1,14,6
45-2091,Agricultural Equipment Operators,45,"Farming, Fishing, and Forestry",0,0.6,1.0,7,1,6,2,1,8,1,10,0,4,3,2,4,4,13,3,21,10
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45,"Farming, Fishing, and Forestry",0,0.6,1.0,6,1,7,5,3,9,1,11,1,7,3,5,3,5,8,2,15,8
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45,"Farming, Fishing, and Forestry",0,0.6,1.0,7,1,6,5,3,12,2,10,1,6,2,7,2,4,10,2,11,9
45-3031,Fishing and Hunting Workers,45,"Farming, Fishing, and Forestry",0,0.6,1.0,7,0,8,5,2,9,1,6,0,6,5,7,3,4,7,2,18,10
45-4011,Forest and Conservation Workers,45,"Farming, Fishing, and Forestry",0,0.6,1.0,8,1,8,5,2,10,1,14,1,5,3,7,1,3,6,0,13,12
45-4021,Fallers,45,"Farming, Fishing, and Forestry",0,0.6,1.0,1,1,7,2,3,18,0,7,0,3,1,5,1,1,2,2,30,16
45-4022,Logging Equipment Operators,45,"Farming, Fishing, and Forestry",0,0.6,1.0,3,1,7,4,4,9,1,10,1,7,3,6,2,3,9,3,19,8
45-4023,Log Graders and Scalers,45,"Farming, Fishing, and Forestry",0,0.6,1.0,11,1,6,5,4,12,2,10,1,8,2,5,3,4,8,1,11,6
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,47,Construction and Extraction,0,0.58,1.1,6,1,7,7,2,9,1,11,1,6,4,6,3,4,11,1,14,6
47-2011,Boilermakers,47,Construction and Extraction,0,0.58,1.1,8,1,9,6,2,10,1,8,0,6,4,6,1,2,7,1,20,8
47-2021,Brickmasons and Blockmasons,47,Construction and Extraction,0,0.58,1.1,4,1,7,8,3,11,1,9,1,6,4,6,2,4,11,1,14,7
47-2022,Stonemasons,47,Construction and Extraction,0,0.58,1.1,5,1,7,5,3,10,1,9,1,5,5,6,3,4,9,1,16,9
47-2031,Carpenters,47,Construction and Extraction,0,0.58,1.1,6,1,7,6,2,11,1,10,1,6,6,5,3,4,10,1,13,7
47-2041,Carpet Installers,47,Construction and Extraction,0,0.58,1.1,3,1,9,5,4,10,0,11,0,5,5,6,2,4,7,0,17,11
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",47,Construction and Extraction,0,0.58,1.1,6,2,8,8,3,10,1,12,1,6,5,7,3,3,8,1,10,6
47-2043,Floor Sanders and Finishers,47,Construction and Extraction,0,0.58,1.1,5,1,7,5,3,10,1,12,1,5,4,5,3,5,9,1,17,6
47-2044,Tile and Stone Setters,47,Construction and Extraction,0,0.58,1.1,3,1,9,7,4,12,1,9,1,6,7,6,2,4,6,1,14,7
47-2051,Cement Masons and Concrete Finishers,47,Construction and Extraction,0,0.58,1.1,5,1,7,8,2,11,1,6,0,5,3,6,3,4,12,1,17,8
47-2053,Terrazzo Workers and Finishers,47,Construction and Extraction,0,0.58,1.1,3,1,7,8,3,9,0,9,1,4,4,6,2,5,8,1,20,9
47-2061,Construction Laborers,47,Construction and Extraction,0,0.58,1.1,4,1,7,6,2,11,1,10,1,8,4,6,3,4,9,1,16,6
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",47,Construction and Extraction,0,0.58,1.1,4,1,7,5,3,11,1,9,0,6,3,5,1,6,8,2,19,9
47-2072,Pile Driver Operators,47,Construction and Extraction,0,0.58,1.1,6,1,7,5,2,11,2,7,1,5,4,6,1,3,4,1,24,10
47-2073,Operating Engineers and Other Construction Equipment Operators,47,Construction and Extraction,0,0.58,1.1,5,1,7,6,3,11,1,11,1,7,3,7,3,4,7,2,13,8
47-2081,Drywall and Ceiling Tile Installers,47,Construction and Extraction,0,0.58,1.1,3,1,8,6,3,9,0,9,1,5,7,5,1,5,10,2,16,9
47-2082,Tapers,47,Construction and Extraction,0,0.58,1.1,2,2,10,6,2,10,0,10,0,4,2,6,2,5,7,2,18,12
47-2111,Electricians,47,Construction and Extraction,0,0.58,1.1,4,1,8,6,2,10,1,11,1,7,4,5,3,4,11,1,14,7
47-2121,Glaziers,47,Construction and Extraction,0,0.58,1.1,5,1,8,6,2,10,1,11,1,6,5,5,3,5,7,2,15,7
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",47,Construction and Extraction,0,0.58,1.1,3,2,7,4,2,10,1,11,1,5,3,5,4,5,8,2,17,10
47-2132,"Insulation Workers, Mechanical",47,Construction and Extraction,0,0.58,1.1,4,1,7,7,2,11,1,10,1,5,3,6,2,6,10,2,13,9
47-2141,"Painters, Construction and Maintenance",47,Construction and Extraction,0,0.58,1.1,3,1,6,8,2,10,1,13,1,5,3,9,3,5,9,2,11,8
47-2142,Paperhangers,47,Construction and Extraction,0,0.58,1.1,3,1,6,6,3,9,1,14,1,3,2,5,3,4,8,1,15,15
47-2151,Pipelayers,47,Construction and Extraction,0,0.58,1.1,3,1,8,5,2,10,0,13,1,5,4,5,2,5,8,2,17,9
47-2152,"Plumbers, Pipefitters, and Steamfitters",47,Construction and Extraction,0,0.58,1.1,6,1,8,6,2,10,1,11,1,6,6,5,3,5,7,1,14,7
47-2161,Plasterers and Stucco Masons,47,Construction and Extraction,0,0.58,1.1,4,1,8,4,2,9,1,11,1,7,4,6,3,5,11,2,13,8
47-2171,Reinforcing Iron and Rebar Workers,47,Construction and Extraction,0,0.58,1.1,3,1,8,7,3,10,1,8,1,5,3,5,2,6,10,1,18,8
47-2181,Roofers,47,Construction and Extraction,0,0.58,1.1,4,1,7,5,3,10,1,10,1,4,4,5,5,6,10,1,15,8
47-2211,Sheet Metal Workers,47,Construction and Extraction,0,0.58,1.1,6,1,7,4,2,9,1,13,0,7,4,4,5,7,11,1,12,6
47-2221,Structural Iron and Steel Workers,47,Construction and Extraction,0,0.58,1.1,3,2,8,7,2,10,0,9,1,5,4,7,1,3,7,1,19,11
47-2231,Solar Photovoltaic Installers,47,Construction and Extraction,0,0.58,1.1,6,1,6,5,2,10,1,9,1,7,4,5,2,5,8,1,17,10
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47,Construction and Extraction,0,0.58,1.1,3,1,8,7,3,13,0,7,1,5,5,7,1,4,7,2,17,9
47-3012,Helpers--Carpenters,47,Construction and Extraction,0,0.58,1.1,3,1,9,5,2,9,0,8,1,5,6,7,1,3,6,1,22,11
47-3013,Helpers--Electricians,47,Construction and Extraction,0,0.58,1.1,6,1,6,5,2,9,1,9,1,8,5,6,4,4,9,2,16,6
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47,Construction and Extraction,0,0.58,1.1,2,3,8,5,2,8,0,12,0,7,2,6,3,5,7,2,17,11
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47,Construction and Extraction,0,0.58,1.1,4,1,8,5,3,10,0,9,1,8,6,6,2,2,8,2,18,7
47-3016,Helpers--Roofers,47,Construction and Extraction,0,0.58,1.1,6,1,7,5,2,9,1,11,1,7,6,6,4,6,11,3,8,6
47-4011,Construction and Building Inspectors,47,Construction and Extraction,0,0.58,1.1,12,1,9,6,2,7,2,13,1,10,3,5,4,4,7,1,8,5
47-4021,Elevator and Escalator Installers and Repairers,47,Construction and Extraction,0,0.58,1.1,8,1,8,5,1,9,1,8,1,8,4,6,2,4,5,1,21,7
47-4031,Fence Erectors,47,Construction and Extraction,0,0.58,1.1,5,1,6,7,2,6,1,12,1,4,4,4,3,5,10,3,17,9
47-4041,Hazardous Materials Removal Workers,47,Construction and Extraction,0,0.58,1.1,7,1,7,5,2,10,1,11,1,8,4,4,3,3,10,2,15,6
47-4051,Highway Maintenance Workers,47,Construction and Extraction,0,0.58,1.1,6,1,6,6,1,9,1,17,1,5,3,4,6,4,11,3,10,6
47-4061,Rail-Track Laying and Maintenance Equipment Operators,47,Construction and Extraction,0,0.58,1.1,5,1,8,6,3,10,1,9,1,7,4,6,2,4,9,1,14,9
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,47,Construction and Extraction,0,0.58,1.1,4,1,10,5,2,9,2,14,1,5,3,6,2,4,4,1,14,13
47-4091,Segmental Pavers,47,Construction and Extraction,0,0.58,1.1,3,1,5,5,3,7,0,12,1,6,3,5,5,6,12,2,15,9
47-4099,Weatherization Installers and Technicians,47,Construction and Extraction,0,0.58,1.1,8,1,7,6,2,8,1,10,1,7,4,6,3,6,11,1,11,7
47-5011,"Derrick Operators, Oil and Gas",47,Construction and Extraction,0,0.58,1.1,6,1,6,3,2,10,2,9,1,4,2,5,2,5,9,1,24,8
47-5012,"Rotary Drill Operators, Oil and Gas",47,Construction and Extraction,0,0.58,1.1,6,1,6,4,2,10,1,7,1,6,3,5,2,6,11,2,19,8
47-5013,"Service Unit Operators, Oil and Gas",47,Construction and Extraction,0,0.58,1.1,5,1,5,5,2,10,1,11,1,5,3,4,4,7,11,3,16,6
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47,Construction and Extraction,0,0.58,1.1,4,1,6,5,3,10,1,8,1,6,4,6,2,5,8,2,19,9
47-5023,"Earth Drillers, Except Oil and Gas",47,Construction and Extraction,0,0.58,1.1,3,1,7,4,2,10,1,8,1,5,4,5,3,4,8,3,23,8
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",47,Construction and Extraction,0,0.58,1.1,8,1,8,6,3,10,2,8,1,7,3,6,2,5,10,1,12,7
47-5041,Continuous Mining Machine Operators,47,Construction and Extraction,0,0.58,1.1,3,1,7,5,2,9,0,7,1,8,3,7,1,5,8,2,23,8
47-5043,"Roof Bolters, Mining",47,Construction and Extraction,0,0.58,1.1,4,1,8,4,2,13,1,5,1,6,2,5,1,6,8,2,22,9
47-5044,"Loading and Moving Machine Operators, Underground Mining",47,Construction and Extraction,0,0.58,1.1,3,1,7,3,2,13,1,7,1,5,2,4,2,5,8,1,23,12
47-5051,"Rock Splitters, Quarry",47,Construction and Extraction,0,0.58,1.1,4,1,6,4,2,12,1,7,0,6,3,5,1,4,6,3,23,12
47-5071,"Roustabouts, Oil and Gas",47,Construction and Extraction,0,0.58,1.1,5,1,6,7,2,10,1,9,0,5,4,5,3,4,9,2,17,10
47-5081,Helpers--Extraction Workers,47,Construction and Extraction,0,0.58,1.1,5,1,5,4,3,8,1,8,1,8,3,6,3,5,10,3,18,8
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",49,"Installation, Maintenance, and Repair",0,0.58,1.1,8,1,6,6,3,9,1,8,1,8,4,6,3,5,13,1,12,5
49-2011,"Computer, Automated Teller, and Office Machine Repairers",49,"Installation, Maintenance, and Repair",0,0.58,1.1,10,1,10,4,1,7,1,13,0,5,4,8,2,2,3,0,24,5
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",49,"Installation, Maintenance, and Repair",0,0.58,1.1,9,1,7,6,2,9,1,11,1,7,5,6,3,4,6,1,15,6
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49,"Installation, Maintenance, and Repair",0,0.58,1.1,11,1,9,4,1,10,1,17,1,6,3,6,3,3,3,2,12,7
49-2091,Avionics Technicians,49,"Installation, Maintenance, and Repair",0,0.58,1.1,11,1,9,4,1,8,2,9,1,9,4,5,2,5,6,1,18,4
49-2092,"Electric Motor, Power Tool, and Related Repairers",49,"Installation, Maintenance, and Repair",0,0.58,1.1,8,1,7,6,3,10,2,8,1,7,4,5,2,5,7,1,17,6
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49,"Installation, Maintenance, and Repair",0,0.58,1.1,9,1,7,4,3,9,1,8,1,8,5,6,1,4,7,1,19,6
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49,"Installation, Maintenance, and Repair",0,0.58,1.1,10,1,7,4,3,11,2,8,1,7,5,7,1,5,4,1,20,3
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49,"Installation, Maintenance, and Repair",0,0.58,1.1,10,1,8,4,2,12,2,7,1,8,5,5,1,4,4,1,20,5
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",49,"Installation, Maintenance, and Repair",0,0.58,1.1,8,1,10,5,2,10,1,10,1,7,5,7,3,5,6,1,12,6
49-2097,Audiovisual Equipment Installers and Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,11,1,10,5,3,9,1,12,1,7,4,6,5,3,7,1,11,3
49-2098,Security and Fire Alarm Systems Installers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,10,1,8,5,2,9,1,13,1,7,4,6,1,3,4,0,18,7
49-3011,Aircraft Mechanics and Service Technicians,49,"Installation, Maintenance, and Repair",0,0.58,1.1,9,1,8,5,2,10,2,8,1,8,3,6,2,4,6,1,17,7
49-3021,Automotive Body and Related Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,7,1,9,7,2,10,1,8,0,7,5,7,2,4,6,1,16,7
49-3022,Automotive Glass Installers and Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,5,1,10,6,2,9,1,14,1,5,4,4,3,2,3,0,16,14
49-3023,Automotive Service Technicians and Mechanics,49,"Installation, Maintenance, and Repair",0,0.58,1.1,7,1,11,4,2,10,1,9,1,7,3,6,3,3,4,1,18,9
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,49,"Installation, Maintenance, and Repair",0,0.58,1.1,9,1,9,4,2,10,2,6,1,8,4,6,1,3,3,1,22,8
49-3041,Farm Equipment Mechanics and Service Technicians,49,"Installation, Maintenance, and Repair",0,0.58,1.1,8,1,8,4,1,9,2,13,1,5,4,4,3,2,4,1,23,7
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",49,"Installation, Maintenance, and Repair",0,0.58,1.1,8,1,7,5,2,9,2,8,1,6,5,6,2,3,5,1,21,8
49-3043,Rail Car Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,5,1,8,6,2,11,1,7,0,7,4,6,1,6,6,2,19,8
49-3051,Motorboat Mechanics and Service Technicians,49,"Installation, Maintenance, and Repair",0,0.58,1.1,7,1,10,4,2,9,1,11,1,6,3,6,2,2,4,1,20,10
49-3052,Motorcycle Mechanics,49,"Installation, Maintenance, and Repair",0,0.58,1.1,7,1,8,6,2,10,1,10,1,7,5,7,2,2,5,1,17,8
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,49,"Installation, Maintenance, and Repair",0,0.58,1.1,9,1,9,4,3,11,1,8,1,6,3,6,3,4,5,2,17,7
49-3091,Bicycle Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,6,1,10,5,1,8,2,15,0,4,2,5,8,3,8,4,14,4
49-3092,Recreational Vehicle Service Technicians,49,"Installation, Maintenance, and Repair",0,0.58,1.1,7,1,11,3,3,11,1,10,1,6,4,6,1,2,4,2,19,8
49-3093,Tire Repairers and Changers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,6,1,7,4,3,11,1,11,1,8,3,5,3,5,6,1,15,9
49-9011,Mechanical Door Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,5,1,7,5,2,8,1,12,1,6,5,5,4,4,6,2,15,11
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",49,"Installation, Maintenance, and Repair",0,0.58,1.1,8,1,8,5,2,9,2,9,1,7,4,6,2,4,6,2,18,6
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49,"Installation, Maintenance, and Repair",0,0.58,1.1,6,1,7,4,2,9,1,10,1,7,4,6,4,5,8,1,17,7
49-9031,Home Appliance Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,7,1,10,5,2,9,1,14,1,6,2,6,3,4,7,1,12,9
49-9041,Industrial Machinery Mechanics,49,"Installation, Maintenance, and Repair",0,0.58,1.1,8,1,8,4,2,11,1,7,1,6,5,7,1,5,6,2,18,7
49-9043,"Maintenance Workers, Machinery",49,"Installation, Maintenance, and Repair",0,0.58,1.1,6,1,8,6,1,9,2,7,1,6,5,6,1,4,5,1,24,7
49-9044,Millwrights,49,"Installation, Maintenance, and Repair",0,0.58,1.1,6,1,6,6,1,8,2,8,1,7,5,5,3,6,9,2,18,6
49-9045,"Refractory Materials Repairers, Except Brickmasons",49,"Installation, Maintenance, and Repair",0,0.58,1.1,5,1,7,6,2,10,1,7,1,7,4,6,2,6,7,2,15,11
